"Day";"Fortnight";"Code_point_Libelle";"TEMP.med";"TEMP.mean";"SALI.med";"SALI.mean";"CHLOROA.med";"CHLOROA.mean"
42;3;"Antifer ponton pétrolier";7,965;7,69583333333333;30,05;29,7691666666667;0,59025;0,629708333333333
43;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
44;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
45;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
46;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
47;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
48;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
49;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
50;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
51;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
52;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
53;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
54;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
55;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
56;4;"Antifer ponton pétrolier";7,37;7,38222222222222;30,55;30,24;0,85;0,802777777777778
57;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
58;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
59;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
60;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
61;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
62;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
63;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
64;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
65;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
66;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
67;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
68;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
69;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
70;5;"Antifer ponton pétrolier";8,055;7,95916666666667;30,68;30,785;1,12;1,499375
71;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
72;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
73;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
74;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
75;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
76;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
77;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
78;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
79;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
80;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
81;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
82;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
83;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
84;6;"Antifer ponton pétrolier";8,36;8,28133333333333;32,24;31,92;1,65;2,6281
85;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
86;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
87;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
88;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
89;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
90;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
91;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
92;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
93;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
94;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
95;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
96;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
97;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
98;7;"Antifer ponton pétrolier";9,255;8,91;31,59;31,51;1,625;2,21695833333333
99;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
100;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
101;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
102;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
103;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
104;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
105;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
106;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
107;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
108;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
109;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
110;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
111;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
112;8;"Antifer ponton pétrolier";10,35;10,39;33,01;32,6171428571429;2,245;2,70510714285714
113;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
114;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
115;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
116;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
117;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
118;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
119;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
120;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
121;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
122;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
123;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
124;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
125;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
126;9;"Antifer ponton pétrolier";11,87;11,365;31,245;31,9414285714286;4,505;5,14257142857143
127;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
128;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
129;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
130;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
131;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
132;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
133;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
134;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
135;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
136;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
137;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
138;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
139;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
140;10;"Antifer ponton pétrolier";12,57;12,3236363636364;32,6;32,4945454545455;2,17;3,58365
141;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
142;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
143;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
144;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
145;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
146;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
147;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
148;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
149;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
150;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
151;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
152;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
153;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
154;11;"Antifer ponton pétrolier";13,93;14,004375;32,545;31,964375;5,3615;5,3738125
155;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
156;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
157;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
158;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
159;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
160;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
161;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
162;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
163;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
164;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
165;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
166;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
167;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
168;12;"Antifer ponton pétrolier";14,8;14,8073333333333;33,05;32,824;4,335;4,56571428571429
169;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
170;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
171;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
172;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
173;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
174;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
175;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
176;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
177;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
178;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
179;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
180;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
181;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
182;13;"Antifer ponton pétrolier";16,6;16,454;32,2;32,1653333333333;6,12;7,0664
183;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
184;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
185;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
186;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
187;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
188;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
189;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
190;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
191;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
192;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
193;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
194;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
195;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
196;14;"Antifer ponton pétrolier";17,97;17,7242857142857;32,43;32,4185714285714;6,0525;7,34747222222222
197;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
198;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
199;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
200;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
201;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
202;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
203;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
204;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
205;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
206;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
207;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
208;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
209;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
210;15;"Antifer ponton pétrolier";18,53;18,5388888888889;32,71;32,2433333333333;6,475;8,38678125
211;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
212;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
213;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
214;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
215;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
216;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
217;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
218;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
219;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
220;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
221;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
222;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
223;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
224;16;"Antifer ponton pétrolier";19,345;19,3095454545455;32,67;32,3790909090909;8,325;11,46175
225;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
226;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
227;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
228;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
229;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
230;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
231;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
232;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
233;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
234;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
235;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
236;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
237;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
238;17;"Antifer ponton pétrolier";18,9;19,0510526315789;32,5;32,1373684210526;4,917;10,25775
239;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
240;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
241;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
242;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
243;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
244;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
245;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
246;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
247;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
248;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
249;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
250;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
251;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
252;18;"Antifer ponton pétrolier";18,535;18,6565;33,15;32,563;2,95;5,65058333333333
253;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
254;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
255;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
256;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
257;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
258;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
259;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
260;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
261;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
262;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
263;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
264;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
265;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
266;19;"Antifer ponton pétrolier";18,4;18,2784210526316;33,2;33,0194736842105;1,77625;4,21716666666667
267;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
268;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
269;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
270;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
271;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
272;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
273;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
274;20;"Antifer ponton pétrolier";17,2;17,2526666666667;32,9;32,8426666666667;1,69;3,85267857142857
